# Assembly name:  ARS-UCD1.2
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Isolate:  L1 Dominette 01449 registration number 42190680
# Sex:  female
# Taxid:          9913
# BioSample:      SAMN03145444
# BioProject:     PRJNA391427
# Submitter:      USDA ARS
# Date:           2018-04-11
# Synonyms:       bosTau9	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    NKLS02
# Assembly method: Falcon v. FEB-2016
# Expected final version: yes
# Excluded from RefSeq: contaminated
# Assembly anomaly: contaminated
# GenBank assembly accession: GCA_002263795.2
# RefSeq assembly accession: GCF_002263795.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002263805.2	GCF_002263805.1	Primary Assembly
## GCA_002263815.2	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
1	assembled-molecule	1	Chromosome	CM008168.2	=	NC_037328.1	Primary Assembly	158534110	chr1
Leftover_ScbfJmS_1696	unplaced-scaffold	na	na	NKLS02000712.1	=	NW_020190796.1	Primary Assembly	17855	chrUn_NW_020190796v1
Leftover_ScbfJmS_1699	unplaced-scaffold	na	na	NKLS02000713.1	=	NW_020190797.1	Primary Assembly	14713	chrUn_NW_020190797v1
Leftover_ScbfJmS_17	unplaced-scaffold	na	na	NKLS02000714.1	=	NW_020190798.1	Primary Assembly	31356	chrUn_NW_020190798v1
Leftover_ScbfJmS_170	unplaced-scaffold	na	na	NKLS02000715.1	=	NW_020190799.1	Primary Assembly	25715	chrUn_NW_020190799v1
Leftover_ScbfJmS_1700	unplaced-scaffold	na	na	NKLS02000716.1	=	NW_020190800.1	Primary Assembly	24792	chrUn_NW_020190800v1
Leftover_ScbfJmS_1702	unplaced-scaffold	na	na	NKLS02000717.1	=	NW_020190801.1	Primary Assembly	28097	chrUn_NW_020190801v1
Leftover_ScbfJmS_1703	unplaced-scaffold	na	na	NKLS02000718.1	=	NW_020190802.1	Primary Assembly	12061	chrUn_NW_020190802v1
Leftover_ScbfJmS_1705	unplaced-scaffold	na	na	NKLS02000719.1	=	NW_020190803.1	Primary Assembly	63686	chrUn_NW_020190803v1
Leftover_ScbfJmS_1706	unplaced-scaffold	na	na	NKLS02000720.1	=	NW_020190804.1	Primary Assembly	22038	chrUn_NW_020190804v1
Leftover_ScbfJmS_1707	unplaced-scaffold	na	na	NKLS02000721.1	=	NW_020190805.1	Primary Assembly	14459	chrUn_NW_020190805v1
Leftover_ScbfJmS_1708	unplaced-scaffold	na	na	NKLS02000722.1	=	NW_020190806.1	Primary Assembly	7132	chrUn_NW_020190806v1
Leftover_ScbfJmS_1709	unplaced-scaffold	na	na	NKLS02000723.1	=	NW_020190807.1	Primary Assembly	15357	chrUn_NW_020190807v1
Leftover_ScbfJmS_171	unplaced-scaffold	na	na	NKLS02000724.1	=	NW_020190808.1	Primary Assembly	12643	chrUn_NW_020190808v1
Leftover_ScbfJmS_1710	unplaced-scaffold	na	na	NKLS02000725.1	=	NW_020190809.1	Primary Assembly	21556	chrUn_NW_020190809v1
Leftover_ScbfJmS_1711	unplaced-scaffold	na	na	NKLS02000726.1	=	NW_020190810.1	Primary Assembly	5923	chrUn_NW_020190810v1
Leftover_ScbfJmS_1712	unplaced-scaffold	na	na	NKLS02000727.1	=	NW_020190811.1	Primary Assembly	22361	chrUn_NW_020190811v1
Leftover_ScbfJmS_1713	unplaced-scaffold	na	na	NKLS02000728.1	=	NW_020190812.1	Primary Assembly	54417	chrUn_NW_020190812v1
Leftover_ScbfJmS_1714	unplaced-scaffold	na	na	NKLS02000729.1	=	NW_020190813.1	Primary Assembly	76598	chrUn_NW_020190813v1
Leftover_ScbfJmS_1715	unplaced-scaffold	na	na	NKLS02000730.1	=	NW_020190814.1	Primary Assembly	3210	chrUn_NW_020190814v1
Leftover_ScbfJmS_1716	unplaced-scaffold	na	na	NKLS02000731.1	=	NW_020190815.1	Primary Assembly	46037	chrUn_NW_020190815v1
Leftover_ScbfJmS_1717	unplaced-scaffold	na	na	NKLS02000732.1	=	NW_020190816.1	Primary Assembly	35982	chrUn_NW_020190816v1
Leftover_ScbfJmS_1718	unplaced-scaffold	na	na	NKLS02000733.1	=	NW_020190817.1	Primary Assembly	21024	chrUn_NW_020190817v1
Leftover_ScbfJmS_1719	unplaced-scaffold	na	na	NKLS02000734.1	=	NW_020190818.1	Primary Assembly	16692	chrUn_NW_020190818v1
Leftover_ScbfJmS_172	unplaced-scaffold	na	na	NKLS02000735.1	=	NW_020190819.1	Primary Assembly	25043	chrUn_NW_020190819v1
Leftover_ScbfJmS_1720	unplaced-scaffold	na	na	NKLS02000736.1	=	NW_020190820.1	Primary Assembly	26373	chrUn_NW_020190820v1
Leftover_ScbfJmS_1721	unplaced-scaffold	na	na	NKLS02000737.1	=	NW_020190821.1	Primary Assembly	16108	chrUn_NW_020190821v1
Leftover_ScbfJmS_1722	unplaced-scaffold	na	na	NKLS02000738.1	=	NW_020190822.1	Primary Assembly	40158	chrUn_NW_020190822v1
Leftover_ScbfJmS_1724	unplaced-scaffold	na	na	NKLS02000739.1	=	NW_020190823.1	Primary Assembly	11052	chrUn_NW_020190823v1
Leftover_ScbfJmS_1725	unplaced-scaffold	na	na	NKLS02000740.1	=	NW_020190824.1	Primary Assembly	22331	chrUn_NW_020190824v1
Leftover_ScbfJmS_1726	unplaced-scaffold	na	na	NKLS02000741.1	=	NW_020190825.1	Primary Assembly	24832	chrUn_NW_020190825v1
Leftover_ScbfJmS_1727	unplaced-scaffold	na	na	NKLS02000742.1	=	NW_020190826.1	Primary Assembly	222249	chrUn_NW_020190826v1
Leftover_ScbfJmS_1728	unplaced-scaffold	na	na	NKLS02000743.1	=	NW_020190827.1	Primary Assembly	33262	chrUn_NW_020190827v1
Leftover_ScbfJmS_1729	unplaced-scaffold	na	na	NKLS02000744.1	=	NW_020190828.1	Primary Assembly	10165	chrUn_NW_020190828v1
Leftover_ScbfJmS_173	unplaced-scaffold	na	na	NKLS02000745.1	=	NW_020190829.1	Primary Assembly	78903	chrUn_NW_020190829v1
Leftover_ScbfJmS_1730	unplaced-scaffold	na	na	NKLS02000746.1	=	NW_020190830.1	Primary Assembly	25192	chrUn_NW_020190830v1
Leftover_ScbfJmS_1731	unplaced-scaffold	na	na	NKLS02000747.1	=	NW_020190831.1	Primary Assembly	33262	chrUn_NW_020190831v1
Leftover_ScbfJmS_1732	unplaced-scaffold	na	na	NKLS02000748.1	=	NW_020190832.1	Primary Assembly	18810	chrUn_NW_020190832v1
Leftover_ScbfJmS_1734	unplaced-scaffold	na	na	NKLS02000749.1	=	NW_020190833.1	Primary Assembly	60066	chrUn_NW_020190833v1
Leftover_ScbfJmS_1735	unplaced-scaffold	na	na	NKLS02000750.1	=	NW_020190834.1	Primary Assembly	11306	chrUn_NW_020190834v1
Leftover_ScbfJmS_1736	unplaced-scaffold	na	na	NKLS02000751.1	=	NW_020190835.1	Primary Assembly	39708	chrUn_NW_020190835v1
Leftover_ScbfJmS_1737	unplaced-scaffold	na	na	NKLS02000752.1	=	NW_020190836.1	Primary Assembly	56364	chrUn_NW_020190836v1
Leftover_ScbfJmS_1739_614	unplaced-scaffold	na	na	NKLS02000753.1	=	NW_020190837.1	Primary Assembly	35242	chrUn_NW_020190837v1
Leftover_ScbfJmS_174	unplaced-scaffold	na	na	NKLS02000754.1	=	NW_020190838.1	Primary Assembly	18161	chrUn_NW_020190838v1
Leftover_ScbfJmS_1740	unplaced-scaffold	na	na	NKLS02000755.1	=	NW_020190839.1	Primary Assembly	44871	chrUn_NW_020190839v1
Leftover_ScbfJmS_1741	unplaced-scaffold	na	na	NKLS02000756.1	=	NW_020190840.1	Primary Assembly	2535	chrUn_NW_020190840v1
Leftover_ScbfJmS_1742	unplaced-scaffold	na	na	NKLS02000757.1	=	NW_020190841.1	Primary Assembly	17113	chrUn_NW_020190841v1
Leftover_ScbfJmS_1743	unplaced-scaffold	na	na	NKLS02000758.1	=	NW_020190842.1	Primary Assembly	8799	chrUn_NW_020190842v1
Leftover_ScbfJmS_1744	unplaced-scaffold	na	na	NKLS02000759.1	=	NW_020190843.1	Primary Assembly	18170	chrUn_NW_020190843v1
Leftover_ScbfJmS_1745	unplaced-scaffold	na	na	NKLS02000760.1	=	NW_020190844.1	Primary Assembly	9492	chrUn_NW_020190844v1
Leftover_ScbfJmS_1746	unplaced-scaffold	na	na	NKLS02000761.1	=	NW_020190845.1	Primary Assembly	8933	chrUn_NW_020190845v1
Leftover_ScbfJmS_1747	unplaced-scaffold	na	na	NKLS02000762.1	=	NW_020190846.1	Primary Assembly	7158	chrUn_NW_020190846v1
Leftover_ScbfJmS_1748	unplaced-scaffold	na	na	NKLS02000763.1	=	NW_020190847.1	Primary Assembly	10579	chrUn_NW_020190847v1
Leftover_ScbfJmS_1749	unplaced-scaffold	na	na	NKLS02000764.1	=	NW_020190848.1	Primary Assembly	20100	chrUn_NW_020190848v1
Leftover_ScbfJmS_175	unplaced-scaffold	na	na	NKLS02000765.1	=	NW_020190849.1	Primary Assembly	5396	chrUn_NW_020190849v1
Leftover_ScbfJmS_1750	unplaced-scaffold	na	na	NKLS02000766.1	=	NW_020190850.1	Primary Assembly	9378	chrUn_NW_020190850v1
Leftover_ScbfJmS_1751	unplaced-scaffold	na	na	NKLS02000767.1	=	NW_020190851.1	Primary Assembly	424391	chrUn_NW_020190851v1
Leftover_ScbfJmS_1752	unplaced-scaffold	na	na	NKLS02000768.1	=	NW_020190852.1	Primary Assembly	24265	chrUn_NW_020190852v1
Leftover_ScbfJmS_1753	unplaced-scaffold	na	na	NKLS02000769.1	=	NW_020190853.1	Primary Assembly	31284	chrUn_NW_020190853v1
Leftover_ScbfJmS_1754	unplaced-scaffold	na	na	NKLS02000770.1	=	NW_020190854.1	Primary Assembly	45733	chrUn_NW_020190854v1
Leftover_ScbfJmS_1755	unplaced-scaffold	na	na	NKLS02000771.1	=	NW_020190855.1	Primary Assembly	20111	chrUn_NW_020190855v1
Leftover_ScbfJmS_1756	unplaced-scaffold	na	na	NKLS02000772.1	=	NW_020190856.1	Primary Assembly	20821	chrUn_NW_020190856v1
Leftover_ScbfJmS_1757	unplaced-scaffold	na	na	NKLS02000773.1	=	NW_020190857.1	Primary Assembly	79331	chrUn_NW_020190857v1
Leftover_ScbfJmS_1758	unplaced-scaffold	na	na	NKLS02000774.1	=	NW_020190858.1	Primary Assembly	78221	chrUn_NW_020190858v1
Leftover_ScbfJmS_1759	unplaced-scaffold	na	na	NKLS02000775.1	=	NW_020190859.1	Primary Assembly	29039	chrUn_NW_020190859v1
Leftover_ScbfJmS_176	unplaced-scaffold	na	na	NKLS02000776.1	=	NW_020190860.1	Primary Assembly	5240	chrUn_NW_020190860v1
Leftover_ScbfJmS_1760	unplaced-scaffold	na	na	NKLS02000777.1	=	NW_020190861.1	Primary Assembly	49102	chrUn_NW_020190861v1
Leftover_ScbfJmS_1761	unplaced-scaffold	na	na	NKLS02000778.1	=	NW_020190862.1	Primary Assembly	18344	chrUn_NW_020190862v1
Leftover_ScbfJmS_1762	unplaced-scaffold	na	na	NKLS02000779.1	=	NW_020190863.1	Primary Assembly	12744	chrUn_NW_020190863v1
Leftover_ScbfJmS_1763	unplaced-scaffold	na	na	NKLS02000780.1	=	NW_020190864.1	Primary Assembly	16362	chrUn_NW_020190864v1
Leftover_ScbfJmS_1764	unplaced-scaffold	na	na	NKLS02000781.1	=	NW_020190865.1	Primary Assembly	45711	chrUn_NW_020190865v1
Leftover_ScbfJmS_1765	unplaced-scaffold	na	na	NKLS02000782.1	=	NW_020190866.1	Primary Assembly	11298	chrUn_NW_020190866v1
Leftover_ScbfJmS_1766	unplaced-scaffold	na	na	NKLS02000783.1	=	NW_020190867.1	Primary Assembly	10201	chrUn_NW_020190867v1
Leftover_ScbfJmS_1767	unplaced-scaffold	na	na	NKLS02000784.1	=	NW_020190868.1	Primary Assembly	13838	chrUn_NW_020190868v1
Leftover_ScbfJmS_1768	unplaced-scaffold	na	na	NKLS02000785.1	=	NW_020190869.1	Primary Assembly	7279	chrUn_NW_020190869v1
Leftover_ScbfJmS_1769	unplaced-scaffold	na	na	NKLS02000786.1	=	NW_020190870.1	Primary Assembly	40753	chrUn_NW_020190870v1
Leftover_ScbfJmS_177	unplaced-scaffold	na	na	NKLS02000787.1	=	NW_020190871.1	Primary Assembly	29252	chrUn_NW_020190871v1
Leftover_ScbfJmS_1770	unplaced-scaffold	na	na	NKLS02000788.1	=	NW_020190872.1	Primary Assembly	5319	chrUn_NW_020190872v1
Leftover_ScbfJmS_1771	unplaced-scaffold	na	na	NKLS02000789.1	=	NW_020190873.1	Primary Assembly	429127	chrUn_NW_020190873v1
Leftover_ScbfJmS_1772	unplaced-scaffold	na	na	NKLS02000790.1	=	NW_020190874.1	Primary Assembly	86118	chrUn_NW_020190874v1
Leftover_ScbfJmS_1773	unplaced-scaffold	na	na	NKLS02000791.1	=	NW_020190875.1	Primary Assembly	34998	chrUn_NW_020190875v1
Leftover_ScbfJmS_1774	unplaced-scaffold	na	na	NKLS02000792.1	=	NW_020190876.1	Primary Assembly	10185	chrUn_NW_020190876v1
Leftover_ScbfJmS_1775	unplaced-scaffold	na	na	NKLS02000793.1	=	NW_020190877.1	Primary Assembly	11460	chrUn_NW_020190877v1
Leftover_ScbfJmS_1776	unplaced-scaffold	na	na	NKLS02000794.1	=	NW_020190878.1	Primary Assembly	187785	chrUn_NW_020190878v1
Leftover_ScbfJmS_1777	unplaced-scaffold	na	na	NKLS02000795.1	=	NW_020190879.1	Primary Assembly	21329	chrUn_NW_020190879v1
Leftover_ScbfJmS_1778	unplaced-scaffold	na	na	NKLS02000796.1	=	NW_020190880.1	Primary Assembly	37305	chrUn_NW_020190880v1
Leftover_ScbfJmS_1779	unplaced-scaffold	na	na	NKLS02000797.1	=	NW_020190881.1	Primary Assembly	15956	chrUn_NW_020190881v1
Leftover_ScbfJmS_1780	unplaced-scaffold	na	na	NKLS02000798.1	=	NW_020190882.1	Primary Assembly	32569	chrUn_NW_020190882v1
Leftover_ScbfJmS_1781	unplaced-scaffold	na	na	NKLS02000799.1	=	NW_020190883.1	Primary Assembly	17574	chrUn_NW_020190883v1
Leftover_ScbfJmS_1782	unplaced-scaffold	na	na	NKLS02000800.1	=	NW_020190884.1	Primary Assembly	120132	chrUn_NW_020190884v1
Leftover_ScbfJmS_1783	unplaced-scaffold	na	na	NKLS02000801.1	=	NW_020190885.1	Primary Assembly	8484	chrUn_NW_020190885v1
Leftover_ScbfJmS_1784	unplaced-scaffold	na	na	NKLS02000802.1	=	NW_020190886.1	Primary Assembly	12674	chrUn_NW_020190886v1
Leftover_ScbfJmS_1785	unplaced-scaffold	na	na	NKLS02000803.1	=	NW_020190887.1	Primary Assembly	54513	chrUn_NW_020190887v1
Leftover_ScbfJmS_1786	unplaced-scaffold	na	na	NKLS02000804.1	=	NW_020190888.1	Primary Assembly	19465	chrUn_NW_020190888v1
Leftover_ScbfJmS_1787	unplaced-scaffold	na	na	NKLS02000805.1	=	NW_020190889.1	Primary Assembly	4270	chrUn_NW_020190889v1
Leftover_ScbfJmS_1788	unplaced-scaffold	na	na	NKLS02000806.1	=	NW_020190890.1	Primary Assembly	23681	chrUn_NW_020190890v1
Leftover_ScbfJmS_179	unplaced-scaffold	na	na	NKLS02000807.1	=	NW_020190891.1	Primary Assembly	27858	chrUn_NW_020190891v1
Leftover_ScbfJmS_1790	unplaced-scaffold	na	na	NKLS02000808.1	=	NW_020190892.1	Primary Assembly	19858	chrUn_NW_020190892v1
Leftover_ScbfJmS_1791	unplaced-scaffold	na	na	NKLS02000809.1	=	NW_020190893.1	Primary Assembly	119188	chrUn_NW_020190893v1
Leftover_ScbfJmS_1792	unplaced-scaffold	na	na	NKLS02000810.1	=	NW_020190894.1	Primary Assembly	96062	chrUn_NW_020190894v1
Leftover_ScbfJmS_1793	unplaced-scaffold	na	na	NKLS02000811.1	=	NW_020190895.1	Primary Assembly	11176	chrUn_NW_020190895v1
Leftover_ScbfJmS_1794	unplaced-scaffold	na	na	NKLS02000812.1	=	NW_020190896.1	Primary Assembly	12305	chrUn_NW_020190896v1
Leftover_ScbfJmS_1795	unplaced-scaffold	na	na	NKLS02000813.1	=	NW_020190897.1	Primary Assembly	5866	chrUn_NW_020190897v1
Leftover_ScbfJmS_1796	unplaced-scaffold	na	na	NKLS02000814.1	=	NW_020190898.1	Primary Assembly	27006	chrUn_NW_020190898v1
Leftover_ScbfJmS_1798_1918	unplaced-scaffold	na	na	NKLS02000815.1	=	NW_020190899.1	Primary Assembly	26150	chrUn_NW_020190899v1
Leftover_ScbfJmS_1799	unplaced-scaffold	na	na	NKLS02000816.1	=	NW_020190900.1	Primary Assembly	6470	chrUn_NW_020190900v1
Leftover_ScbfJmS_18	unplaced-scaffold	na	na	NKLS02000817.1	=	NW_020190901.1	Primary Assembly	36600	chrUn_NW_020190901v1
Leftover_ScbfJmS_1801	unplaced-scaffold	na	na	NKLS02000818.1	=	NW_020190902.1	Primary Assembly	20123	chrUn_NW_020190902v1
Leftover_ScbfJmS_1802	unplaced-scaffold	na	na	NKLS02000819.1	=	NW_020190903.1	Primary Assembly	11300	chrUn_NW_020190903v1
Leftover_ScbfJmS_1803	unplaced-scaffold	na	na	NKLS02000820.1	=	NW_020190904.1	Primary Assembly	28542	chrUn_NW_020190904v1
Leftover_ScbfJmS_1804	unplaced-scaffold	na	na	NKLS02000821.1	=	NW_020190905.1	Primary Assembly	30898	chrUn_NW_020190905v1
Leftover_ScbfJmS_1806	unplaced-scaffold	na	na	NKLS02000822.1	=	NW_020190906.1	Primary Assembly	128695	chrUn_NW_020190906v1
Leftover_ScbfJmS_1807	unplaced-scaffold	na	na	NKLS02000823.1	=	NW_020190907.1	Primary Assembly	6757	chrUn_NW_020190907v1
Leftover_ScbfJmS_1808	unplaced-scaffold	na	na	NKLS02000824.1	=	NW_020190908.1	Primary Assembly	44606	chrUn_NW_020190908v1
Leftover_ScbfJmS_1809	unplaced-scaffold	na	na	NKLS02000825.1	=	NW_020190909.1	Primary Assembly	22305	chrUn_NW_020190909v1
Leftover_ScbfJmS_181	unplaced-scaffold	na	na	NKLS02000826.1	=	NW_020190910.1	Primary Assembly	11388	chrUn_NW_020190910v1
Leftover_ScbfJmS_1811	unplaced-scaffold	na	na	NKLS02000827.1	=	NW_020190911.1	Primary Assembly	35690	chrUn_NW_020190911v1
Leftover_ScbfJmS_1812	unplaced-scaffold	na	na	NKLS02000828.1	=	NW_020190912.1	Primary Assembly	3534	chrUn_NW_020190912v1
Leftover_ScbfJmS_1814	unplaced-scaffold	na	na	NKLS02000829.1	=	NW_020190913.1	Primary Assembly	29817	chrUn_NW_020190913v1
Leftover_ScbfJmS_1815	unplaced-scaffold	na	na	NKLS02000830.1	=	NW_020190914.1	Primary Assembly	26332	chrUn_NW_020190914v1
Leftover_ScbfJmS_1816	unplaced-scaffold	na	na	NKLS02000831.1	=	NW_020190915.1	Primary Assembly	18270	chrUn_NW_020190915v1
Leftover_ScbfJmS_1817	unplaced-scaffold	na	na	NKLS02000832.1	=	NW_020190916.1	Primary Assembly	16032	chrUn_NW_020190916v1
Leftover_ScbfJmS_1818	unplaced-scaffold	na	na	NKLS02000833.1	=	NW_020190917.1	Primary Assembly	22717	chrUn_NW_020190917v1
Leftover_ScbfJmS_1819	unplaced-scaffold	na	na	NKLS02000834.1	=	NW_020190918.1	Primary Assembly	24546	chrUn_NW_020190918v1
Leftover_ScbfJmS_182	unplaced-scaffold	na	na	NKLS02000835.1	=	NW_020190919.1	Primary Assembly	5879	chrUn_NW_020190919v1
Leftover_ScbfJmS_1820	unplaced-scaffold	na	na	NKLS02000836.1	=	NW_020190920.1	Primary Assembly	9476	chrUn_NW_020190920v1
Leftover_ScbfJmS_1821	unplaced-scaffold	na	na	NKLS02000837.1	=	NW_020190921.1	Primary Assembly	17184	chrUn_NW_020190921v1
Leftover_ScbfJmS_1822	unplaced-scaffold	na	na	NKLS02000838.1	=	NW_020190922.1	Primary Assembly	14654	chrUn_NW_020190922v1
Leftover_ScbfJmS_1823	unplaced-scaffold	na	na	NKLS02000839.1	=	NW_020190923.1	Primary Assembly	28672	chrUn_NW_020190923v1
Leftover_ScbfJmS_1824	unplaced-scaffold	na	na	NKLS02000840.1	=	NW_020190924.1	Primary Assembly	7638	chrUn_NW_020190924v1
Leftover_ScbfJmS_1826	unplaced-scaffold	na	na	NKLS02000841.1	=	NW_020190925.1	Primary Assembly	21761	chrUn_NW_020190925v1
Leftover_ScbfJmS_1827	unplaced-scaffold	na	na	NKLS02000842.1	=	NW_020190926.1	Primary Assembly	107786	chrUn_NW_020190926v1
Leftover_ScbfJmS_1828	unplaced-scaffold	na	na	NKLS02000843.1	=	NW_020190927.1	Primary Assembly	14247	chrUn_NW_020190927v1
Leftover_ScbfJmS_1829	unplaced-scaffold	na	na	NKLS02000844.1	=	NW_020190928.1	Primary Assembly	3725	chrUn_NW_020190928v1
Leftover_ScbfJmS_183	unplaced-scaffold	na	na	NKLS02000845.1	=	NW_020190929.1	Primary Assembly	12576	chrUn_NW_020190929v1
Leftover_ScbfJmS_1831	unplaced-scaffold	na	na	NKLS02000846.1	=	NW_020190930.1	Primary Assembly	43833	chrUn_NW_020190930v1
Leftover_ScbfJmS_1832	unplaced-scaffold	na	na	NKLS02000847.1	=	NW_020190931.1	Primary Assembly	15753	chrUn_NW_020190931v1
Leftover_ScbfJmS_1833	unplaced-scaffold	na	na	NKLS02000848.1	=	NW_020190932.1	Primary Assembly	36972	chrUn_NW_020190932v1
Leftover_ScbfJmS_1834	unplaced-scaffold	na	na	NKLS02000849.1	=	NW_020190933.1	Primary Assembly	20447	chrUn_NW_020190933v1
Leftover_ScbfJmS_1835	unplaced-scaffold	na	na	NKLS02000850.1	=	NW_020190934.1	Primary Assembly	7651	chrUn_NW_020190934v1
Leftover_ScbfJmS_1836	unplaced-scaffold	na	na	NKLS02000851.1	=	NW_020190935.1	Primary Assembly	2408	chrUn_NW_020190935v1
Leftover_ScbfJmS_1837	unplaced-scaffold	na	na	NKLS02000852.1	=	NW_020190936.1	Primary Assembly	14513	chrUn_NW_020190936v1
Leftover_ScbfJmS_1839	unplaced-scaffold	na	na	NKLS02000853.1	=	NW_020190937.1	Primary Assembly	20986	chrUn_NW_020190937v1
Leftover_ScbfJmS_1840	unplaced-scaffold	na	na	NKLS02000854.1	=	NW_020190938.1	Primary Assembly	34510	chrUn_NW_020190938v1
Leftover_ScbfJmS_1841	unplaced-scaffold	na	na	NKLS02000855.1	=	NW_020190939.1	Primary Assembly	18010	chrUn_NW_020190939v1
Leftover_ScbfJmS_1843	unplaced-scaffold	na	na	NKLS02000856.1	=	NW_020190940.1	Primary Assembly	8999	chrUn_NW_020190940v1
Leftover_ScbfJmS_1844	unplaced-scaffold	na	na	NKLS02000857.1	=	NW_020190941.1	Primary Assembly	45861	chrUn_NW_020190941v1
Leftover_ScbfJmS_1846	unplaced-scaffold	na	na	NKLS02000858.1	=	NW_020190942.1	Primary Assembly	15454	chrUn_NW_020190942v1
Leftover_ScbfJmS_1847	unplaced-scaffold	na	na	NKLS02000859.1	=	NW_020190943.1	Primary Assembly	36715	chrUn_NW_020190943v1
Leftover_ScbfJmS_1848	unplaced-scaffold	na	na	NKLS02000860.1	=	NW_020190944.1	Primary Assembly	17996	chrUn_NW_020190944v1
Leftover_ScbfJmS_1849	unplaced-scaffold	na	na	NKLS02000861.1	=	NW_020190945.1	Primary Assembly	10035	chrUn_NW_020190945v1
Leftover_ScbfJmS_184_2473_2440	unplaced-scaffold	na	na	NKLS02000862.1	=	NW_020190946.1	Primary Assembly	28269	chrUn_NW_020190946v1
Leftover_ScbfJmS_185	unplaced-scaffold	na	na	NKLS02000863.1	=	NW_020190947.1	Primary Assembly	10155	chrUn_NW_020190947v1
Leftover_ScbfJmS_1850	unplaced-scaffold	na	na	NKLS02000864.1	=	NW_020190948.1	Primary Assembly	36072	chrUn_NW_020190948v1
Leftover_ScbfJmS_1851	unplaced-scaffold	na	na	NKLS02000865.1	=	NW_020190949.1	Primary Assembly	25925	chrUn_NW_020190949v1
Leftover_ScbfJmS_1853	unplaced-scaffold	na	na	NKLS02000866.1	=	NW_020190950.1	Primary Assembly	47729	chrUn_NW_020190950v1
Leftover_ScbfJmS_1854	unplaced-scaffold	na	na	NKLS02000867.1	=	NW_020190951.1	Primary Assembly	2224	chrUn_NW_020190951v1
Leftover_ScbfJmS_1855	unplaced-scaffold	na	na	NKLS02000868.1	=	NW_020190952.1	Primary Assembly	13798	chrUn_NW_020190952v1
Leftover_ScbfJmS_1856	unplaced-scaffold	na	na	NKLS02000869.1	=	NW_020190953.1	Primary Assembly	60059	chrUn_NW_020190953v1
Leftover_ScbfJmS_1857	unplaced-scaffold	na	na	NKLS02000870.1	=	NW_020190954.1	Primary Assembly	26079	chrUn_NW_020190954v1
Leftover_ScbfJmS_1858	unplaced-scaffold	na	na	NKLS02000871.1	=	NW_020190955.1	Primary Assembly	52508	chrUn_NW_020190955v1
Leftover_ScbfJmS_1859	unplaced-scaffold	na	na	NKLS02000872.1	=	NW_020190956.1	Primary Assembly	16914	chrUn_NW_020190956v1
Leftover_ScbfJmS_186	unplaced-scaffold	na	na	NKLS02000873.1	=	NW_020190957.1	Primary Assembly	4583	chrUn_NW_020190957v1
Leftover_ScbfJmS_1860	unplaced-scaffold	na	na	NKLS02000874.1	=	NW_020190958.1	Primary Assembly	7771	chrUn_NW_020190958v1
Leftover_ScbfJmS_1861	unplaced-scaffold	na	na	NKLS02000875.1	=	NW_020190959.1	Primary Assembly	16381	chrUn_NW_020190959v1
Leftover_ScbfJmS_1862	unplaced-scaffold	na	na	NKLS02000876.1	=	NW_020190960.1	Primary Assembly	9505	chrUn_NW_020190960v1
Leftover_ScbfJmS_1863	unplaced-scaffold	na	na	NKLS02000877.1	=	NW_020190961.1	Primary Assembly	15809	chrUn_NW_020190961v1
Leftover_ScbfJmS_1865	unplaced-scaffold	na	na	NKLS02000878.1	=	NW_020190962.1	Primary Assembly	48962	chrUn_NW_020190962v1
Leftover_ScbfJmS_1866	unplaced-scaffold	na	na	NKLS02000879.1	=	NW_020190963.1	Primary Assembly	33733	chrUn_NW_020190963v1
Leftover_ScbfJmS_1867	unplaced-scaffold	na	na	NKLS02000880.1	=	NW_020190964.1	Primary Assembly	214431	chrUn_NW_020190964v1
Leftover_ScbfJmS_1868	unplaced-scaffold	na	na	NKLS02000881.1	=	NW_020190965.1	Primary Assembly	17934	chrUn_NW_020190965v1
Leftover_ScbfJmS_1869	unplaced-scaffold	na	na	NKLS02000882.1	=	NW_020190966.1	Primary Assembly	15454	chrUn_NW_020190966v1
Leftover_ScbfJmS_187	unplaced-scaffold	na	na	NKLS02000883.1	=	NW_020190967.1	Primary Assembly	11055	chrUn_NW_020190967v1
Leftover_ScbfJmS_1870	unplaced-scaffold	na	na	NKLS02000884.1	=	NW_020190968.1	Primary Assembly	7526	chrUn_NW_020190968v1
Leftover_ScbfJmS_1871_624	unplaced-scaffold	na	na	NKLS02000885.1	=	NW_020190969.1	Primary Assembly	40429	chrUn_NW_020190969v1
Leftover_ScbfJmS_1873	unplaced-scaffold	na	na	NKLS02000886.1	=	NW_020190970.1	Primary Assembly	24135	chrUn_NW_020190970v1
